corp_name,stock_code,corp_code
코스텍시스템,169670,00610861
광명전기,017040,00103662
케이이엠텍,106080,00542898
위너스일렉,479960,01137860
이노에이엑스,296640,01341630
바이오다인,314930,01117413
피앤씨테크,237750,00525864
대원산업,005710,00111874
농심,004370,00108241
네이처셀,007390,00117276
롯데쇼핑,023530,00120526
HLB이노베이션,024850,00155586
동서,026960,00144395
케이에스피,073010,00328191
삼성물산,028260,00149655
동아엘텍,088130,00489243
롯데케미칼,011170,00165413
NPX,222160,01037542
오가노이드사이언스,476040,01626391
신한,005450,00173740
파라택시스코리아,288330,01227039
로보로보,215100,01063990
동양에스텍,060380,00178851
서한,011370,00131504
M83,476080,01704680
인산가,277410,01243161
시노펙스멤브레인,079560,00481223
코원에너지서비스,026870,00112907
에치에프알,230240,01108442
신테카바이오,226330,01344336
엔에이치기업인수목적27호,440820,01677429
에이프로젠바이오로직스,003060,00101044
한진,002320,00163512
전진건설로봇,079900,00372129
티와이홀딩스,363280,01497869
남성,004270,00172185
심텍홀딩스,036710,00152127
대원전선,006340,00260392
온타이드,005320,00168331
피노,033790,00276083
케이티,030200,00190321
스모트로닉,066590,00301422
더테크놀로지,043090,00351454
일진디스플,020760,00198697
넥스틸,092790,00220613
한국전자인증,041460,00361169
제이브이엠,054950,00361381
LG화학,051910,00356361
HLB생명과학,067630,00365590
고바이오랩,348150,01399071
메가엠디,133750,00807555
리메드,302550,01275665
고려산업,002140,00102751
보해양조,000890,00123541
한양증권,001750,00162416
엠에프엠코리아,323230,01384477
YW,051390,00296263
플레이그램,009810,00103130
쎄크,081180,00406222
에르코스,435570,01253636
알보젠코리아,002250,00105244
유수홀딩스,000700,00163691
하이트진로,000080,00150244
인포바인,115310,00491415
글로벌텍스프리,204620,01042711
주연테크,044380,00269241
카나프테라퓨틱스,0082N0,01782183
세진중공업,075580,00415628
SK오션플랜트,100090,00480367
아이윈,090150,00365624
진에어,272450,00653024
하이퍼코퍼레이션,065650,00391197
코오롱인더,120110,00795135
CSA 코스믹,083660,00406037
토니모리,214420,00816544
멀티캠퍼스,067280,00425351
한미약품,128940,00828497
제주반도체,080220,00447487
HD현대,267250,01205709
인콘,083640,00475976
HD현대중공업,329180,01390344
원일티엔아이,136150,00488244
바이오인프라생명과학,266470,01130885
모바일어플라이언스,087260,00556615
프로젠,296160,01156795
한울소재과학,091440,00560122
지엘팜텍,204840,01042359
지니언스,263860,00962223
코오롱머티리얼,144620,00652159
에코앤드림,101360,00619640
서울리거,043710,00305570
링크솔루션,474650,01764099
한솔케미칼,014680,00140955
에이프릴바이오,397030,01375822
이엠앤아이,083470,00475718
코엔텍,029960,00197476
파수,150900,00638487
퓨쳐메디신,341170,01185867
두산테스나,131970,00563545
스맥,099440,00580056
에스에너지,095910,00585538
매커스,093520,00596677
네오리진,094860,00599106
에이비프로바이오,195990,00620558
피엠티,147760,00654175
이미지스,115610,00694942
TS인베스트먼트,246690,00778235
휴먼테크놀로지,175140,00861997
워트,396470,00866451
흥국에프엔비,189980,00916516
엑세스바이오,950130,00956028
유투바이오,221800,01026616
킵스파마,256940,01037214
휴마시스,205470,01042979
윈팩,097800,00536286
엔에이치스팩30호,466910,01785056
엔에이치스팩32호,0054V0,01931585
클리오,237880,00957735
동원수산,030720,00118044
마이크로투나노,424980,00624378
인디에프,014990,00106881
디티앤씨알오,383930,01437432
매일홀딩스,005990,00120924
디엘건설,001880,00128971
인텍플러스,064290,00479787
에스제이켐,217910,01139497
싸이토젠,217330,01046391
FSN,214270,01061497
우정바이오,215380,01065013
이노인스트루먼트,215790,01065679
에이치피오,357230,01068737
얼라인드,238120,01073678
디와이디,219550,01089378
케이엠제약,225430,01095704
보라티알,250000,01124680
알피바이오,314140,01182259
리파인,377450,01210066
모비릭스,348030,01210190
제테마,216080,01222867
씨앤씨인터내셔널,352480,01226410
에스바이오메딕스,304360,01258020
레인보우로보틱스,277810,01261644
그리드위즈,453450,01299203
유일에너테크,340930,01368637
포커스에이아이,331380,01393721
와이랩,432430,01406265
디씨엠,024090,00177199
삼보오토,070080,00430089
마음AI,377480,01297898
코스나인,082660,00442455
메디안디노스틱,233250,01035942
진양제약,007370,00150536
시큐브,131090,00402110
엔비티,236810,01051065
유안타제13호기업인수목적,449020,01701753
디와이,013570,00117179
한울비앤씨,214870,00820389
지아이텍,382480,01311310
폴라리스세원,234100,00617998
KS인더스트리,101000,00618410
모델솔루션,417970,00657783
다보링크,340360,01416642
범한퓨얼셀,382900,01435489
진시스템,363250,01437858
넥사다이내믹스,351320,01440153
지투파워,388050,01462605
이지바이오,353810,01480568
케이지에이,455180,01638387
클로봇,466100,01784914
신한제17호스팩,0130D0,01963520
비올메디컬,335890,01406618
미래에셋비전스팩8호,0093G0,01947072
박셀바이오,323990,01335851
삼성전자,005930,00126380
미래에셋비전스팩9호,0096D0,01946596
로지스몬,223220,01060735
유비씨,495810,01867749
케이씨텍,281820,01261893
아우토크립트,331740,01649620
원풍물산,008290,00144021
더존비즈온,012510,00172291
제이씨케미칼,137950,00664853
동일산업,004890,00172936
삼기,122350,00799177
넥센타이어,002350,00173874
메가터치,446540,00923516
아이스크림에듀,289010,00983934
명인제약,317450,00179489
한국토지신탁,034830,00233653
한국비티비,219750,01031229
강동씨앤엘,198440,01032583
신세계푸드,031440,00274933
큐알티,405100,01033591
HL홀딩스,060980,00299002
덕산네오룩스,213420,01061558
HDC랩스,039570,00350312
애니메디솔루션,390110,01507810
더코디,224060,00530413
아이티센씨티에스,031820,00186559
엔시트론,101400,00641393
이앤에치,341310,01337017
에스엠벡셀,010580,00147860
우림피티에스,101170,00567222
에임드바이오,0009K0,01781999
와이씨,232140,01109539
HDC현대EP,089470,00357935
아이티센피엔에스,232830,01113499
AJ네트웍스,095570,00365387
에이에프더블류,312610,01223219
유니온머티리얼,047400,00369833
자이언트스텝,289220,01264438
씨티알모빌리티,308170,00450010
RF머트리얼즈,327260,01343665
아시아나IDT,267850,00458234
농심홀딩스,072710,00459871
삼양사,145990,00896285
엔에이치스팩33호,0130H0,01965698
HL만도,204320,01042775
HD건설기계,267270,01205842
볼빅,206950,00756163
씨씨에스,066790,00249441
골프존홀딩스,121440,00674498
한국제12호기업인수목적,458610,01761296
케이씨씨글라스,344820,01428203
네이트커뮤니케이션즈,066270,00361725
테크엔,308700,01016886
바이온,032980,00232089
에이치엘사이언스,239610,01011438
한화생명,088350,00113058
하나35호스팩,0041L0,01906598
CJ,001040,00148540
신한제14호스팩,487360,01853214
아크솔루션스,203690,01036367
삼익악기,002450,00127857
슈피겐코리아,192440,00917861
파인테크닉스,106240,00755739
아이티센엔텍,010280,00138303
오로스테크놀로지,322310,01016479
액스비스,0011A0,01554508
이수페타시스,007660,00107613
한화에어로스페이스,012450,00126566
한국파마,032300,00187770
LK삼양,225190,00992543
피아이이,452450,01429220
교보19호스팩,0098T0,01949140
이노션,214320,00565154
IBKS제25호스팩,0099X0,01949584
산은캐피탈,008270,00260356
파라다이스,034230,00171265
쌍용씨앤이,003410,00138224
비엔케이제2호기업인수목적,473370,01800285
보원케미칼,0010F0,00871587
일신바이오,068330,00385415
퀀타피아,078940,00501970
동일스틸럭스,023790,00172945
에스엠화진,134780,00238977
풍산홀딩스,005810,00155531
노머스,473980,01703849
스튜디오산타클로스엔터테인먼트,204630,01046203
앤씨앤,092600,00537337
서린바이오,038070,00373447
인지컨트롤스,023800,00103510
서부T&D,006730,00130383
미래아이앤지,007120,00104786
나노엔텍,039860,00230425
지역난방공사,071320,00159698
원익,032940,00210980
KTcs,058850,00372882
웨이브일렉트로,095270,00526696
SG,255220,00963976
푸드나무,290720,01259311
유안타제11호기업인수목적,444920,01688346
글로벌에스엠,900070,00783246
탑머티리얼,360070,01360875
교촌에프앤비,339770,00453284
한솔피엔에스,010420,00103626
NH투자증권,005940,00120182
신성통상,005390,00136341
지니틱스,303030,01318933
밸로프,331520,01398151
페이퍼코리아,001020,00134723
재영솔루텍,049630,00147082
블루콤,033560,00238001
덕산테코피아,317330,01021666
더블유에스아이,299170,01318261
인투셀,287840,01374443
노루페인트,090350,00583442
데이원컴퍼니,373160,01455492
롯데웰푸드,280360,01258507
엔브이에이치코리아,067570,00146436
핸즈코퍼레이션,143210,00119140
빌리언스,044480,00173449
모나미,005360,00121288
세원물산,024830,00173591
대창솔루션,096350,00177870
한국특강,007280,00124090
HLB,028300,00199252
AK홀딩스,006840,00125080
서원,021050,00131197
골드앤에스,035290,00249502
팜젠사이언스,004720,00135050
위지트,036090,00258360
수산세보틱스,017550,00135111
영흥,012160,00141477
웰킵스하이텍,043590,00260611
코오롱글로벌,003070,00152880
마크로젠,038290,00261373
HD한국조선해양,009540,00164830
세중,039310,00264671
노루홀딩스,000320,00113508
한화투자증권,003530,00148610
삼양컴텍,484590,00141583
이브이첨단소재,131400,00533924
고려아연,010130,00102858
이화공영,001840,00145668
윌비스,008600,00104999
케이피에프,024880,00157636
대호에이엘,069460,00428729
잉크테크,049550,00261656
SK스퀘어,402340,01596425
케어랩스,263700,01187148
유안타제12호기업인수목적,446150,01690235
솔루엠,248070,01159233
인스코비,006490,00122825
상지건설,042940,00232007
이엔플러스,074610,00469799
파크시스템스,140860,00244747
넵튠,217270,01067808
나노실리칸첨단소재,286750,01136001
도부,227420,01109690
비에이치아이,083650,00409788
테라뷰,950250,01957282
화승인더스트리,006060,00166227
KT밀리의서재,418470,01467451
한세실업,105630,00728638
한빛소프트,047080,00348292
타조이엔터테인먼트,476710,01518506
이노테크,469610,01745173
미주제강,002670,00115472
LS네트웍스,000680,00104698
원익큐브,014190,00128175
상상인증권,001290,00112059
선광,003100,00131896
대창,012800,00112651
에코플라스틱,038110,00139153
아이에스동서,010780,00115977
한주에이알티,058450,00146427
TCC스틸,002710,00117300
풍국주정,023900,00155452
디아이동일,001530,00118345
한국팩키지,037230,00198192
에쎈테크,043340,00203209
티케이지애강,022220,00140061
코맥스,036690,00268118
다올투자증권,030210,00156859
YBM넷,057030,00307222
스타코링크,060240,00373571
아이엠,101390,00609634
앱튼,270520,01228515
라이콤,388790,01569102
코퍼스코리아,322780,01364297
인스웨이브,450520,01222113
에스켐,475660,01383779
주성엔지니어링,036930,00252135
디모아,016670,00125725
대한항공,003490,00113526
네패스,033640,00227333
까뮤이앤씨,013700,00129420
알멕,354320,00229030
동원시스템즈,014820,00132637
HRS,036640,00230911
한국제지,027970,00133706
경남제약,053950,00307028
GS글로벌,001250,00138190
대아티아이,045390,00318316
머큐리,100590,00364740
애경산업,018250,00139454
KG에코솔루션,151860,00366137
SKC,011790,00139889
한성크린텍,066980,00389998
사조오양,006090,00141875
이건산업,008250,00145446
씨싸이트,109670,00492706
일동홀딩스,000230,00146083
블루엠텍,439580,01559637
교보14호기업인수목적,456490,01760640
앤로보틱스,138360,00808068
크라우드웍스,355390,01514005
세방전지,004490,00133858
티엘아이,062860,00261887
아이에이,038880,00252269
신풍제약,019170,00137359
건영,012720,00100957
에이텍모빌리티,224110,01099861
기업은행,024110,00149646
체리부로,066360,00216434
푸른저축은행,007330,00124805
아모레퍼시픽홀딩스,002790,00154462
유니온바이오메트릭스,203450,00408266
디바이스,187870,00624509
중앙첨단소재,051980,00347716
아티스트스튜디오,200350,00990819
LS티라유텍,322180,01309388
대신밸런스제15호기업인수목적,457390,01751448
코오롱생명과학,102940,00525642
OCI홀딩스,010060,00148896
참엔지니어링,009310,00153621
엘디티,096870,00540571
태영건설,009410,00153861
이엠텍,091120,00541163
SK텔레콤,017670,00159023
디엔에프,092070,00569691
한올바이오파마,009420,00162586
ISC,095340,00572905
서연,007860,00163114
엑시콘,092870,00611736
HDC,012630,00164636
옵트론텍,082210,00327396
차백신연구소,261780,01141599
삼익제약,014950,00127875
강원에너지,114190,00100601
넥슨게임즈,225570,01096341
아티스트컴퍼니,321820,01116502
코츠테크놀로지,448710,00959210
알지노믹스,476830,01596920
신세계인터내셔날,031430,00234412
엔터미디어,068420,00407975
로보쓰리에이아이,238500,01118643
엔에스쇼핑,138250,00406392
고스트스튜디오,950190,01416235
에스투더블유,488280,01803635
멤레이비티,072770,00583026
알테오젠,196170,00989619
파워풀엑스,266870,01190780
프로브잇,227100,01207761
디어유,376300,01456011
아이비케이에스제22호기업인수목적,448760,01701328
세미파이브,490470,01627363
삼미금속,012210,00125664
진원생명과학,011000,00118521
메리츠제1호스팩,0088D0,01958111
에스와이스틸텍,365330,01135084
엠아이텍,179290,00531829
와이엔텍,067900,00190756
SFA반도체,036540,00301246
에스에프에이,056190,00358271
선샤인푸드,217620,01068658
에이디칩스,054630,00356927
대덕,008060,00109189
삼양홀딩스,000070,00126937
나래나노텍,137080,00362122
녹십자웰빙,234690,01135057
지아이이노베이션,358570,01351080
판타지오,032800,00231691
천일고속,000650,00151395
고영,098460,00579999
한일시멘트,300720,01319808
알엔티엑스,123010,00615723
NH프라임리츠,338100,01391033
파라택시스이더리움,290560,01130849
제일바이오,052670,00185505
우리금융캐피탈,033660,00209443
로아앤코,214310,00957568
웹케시,053580,00323868
클래시스,214150,01061327
삼영엠텍,054540,00250614
세종텔레콤,036630,00268002
티에스넥스젠,043220,00317487
제놀루션,225220,01062177
오건에코텍,212310,01085442
일승,333430,01396676
지에스엔텍,037640,00248053
오비고,352910,00494546
일동제약,249420,01168383
아이티센코어,243870,00565215
대양제지공업,006580,00111227
에스피소프트,443670,01381391
동신건설,025950,00116408
에프알텍,073540,00442561
형지I&C,011080,00142713
아이스크림미디어,461300,00657224
이노시뮬레이션,274400,00965318
프로티아,303360,01267958
에스넷,038680,00264635
인크레더블버즈,064090,00390408
KC산업,112190,00366517
샘씨엔에스,252990,01199727
엔에스엠,238170,01011872
에코아이,448280,01218299
RF시스템즈,474610,01286476
알체라,347860,01405451
메쥬,0088M0,01780608
이렘,009730,00116426
웅진,016880,00143651
대원화성,024890,00112022
현대지에프홀딩스,005440,00105280
오션인더블유,052300,00349811
코미팜,041960,00187415
케이엔더블유,105330,00606664
삼천당제약,000250,00128546
피씨엘,241820,01051092
드림텍,192650,00415646
다우데이타,032190,00238782
인천도시가스,034590,00145862
알티캐스트,085810,00364254
하이트진로홀딩스,000140,00148993
아시아종묘,154030,00867478
아로마티카,0015N0,01381805
경남은행,192520,01030132
미창석유공업,003650,00122056
덕양에너젠,0001A0,01516933
쎌바이오텍,049960,00357430
국제약품,002720,00104722
KR모터스,000040,00112378
바른손,018700,00122205
동양,001520,00117337
서울전자통신,027040,00130587
동일제강,002690,00118451
일정실업,008500,00146542
화일약품,061250,00188973
KISCO홀딩스,001940,00159740
동아화성,041930,00199988
한국앤컴퍼니,000240,00160047
한솔홈데코,025750,00203582
더라미,032860,00205687
새론오토모티브,075180,00305668
부방,014470,00243067
서울제약,018680,00131018
에코프로비엠,247540,01160363
에이치엠씨제6호스팩,462020,01767494
디비금융제14호스팩,0004Y0,01884065
엘에스스팩1호,0041J0,01906552
유니켐,011330,00137207
팬오션,028670,00122737
디와이씨,310870,01336443
지노믹트리,228760,01108248
바이오비쥬,489460,01657197
위닉스,044340,00293886
올리패스,244460,01070149
스튜디오에스,046140,00280688
HS효성,487570,01854763
아이톡시,052770,00346911
이니텍,053350,00353610
이엠티,232530,00925967
에스에이티,060540,00379229
펨토바이오메드,327610,01336735
루멘스,038060,00406329
LB세미콘,061970,00412348
와토스코리아,079000,00455875
GH신소재,130500,00491938
뉴온,123840,00809429
미디어젠,279600,01190124
피에스케이,319660,01365825
엠아이큐브솔루션,373170,01497142
꿈비,407400,01586455
리센스메디컬,394420,01685677
플랜텍,051310,00181934
다원시스,068240,00523307
루트락,253610,01262023
펩트론,087010,00415868
디케이락,105740,00533003
지더블유바이텍,036180,00257149
아이비김영,339950,01414422
삼양식품,003230,00126955
스타에스엠리츠,204210,01035289
엔에이치기업인수목적26호,439410,01675254
인벤티지랩,389470,01516456
에스케이브로드밴드,033630,00243988
소룩스,290690,00605522
아센디오,012170,00145437
HLB펩,196300,00808086
경남기업,000800,00101257
노브랜드,145170,00305941
SNT다이내믹스,003570,00134477
교보20호스팩,0132G0,01985203
미래나노텍,095500,00526836
에이치디현대인프라코어,042670,00344287
린드먼아시아,277070,00616962
모다이노칩,080420,00480048
미래에셋드림기업인수목적1호,442900,01683387
HLB파나진,046210,00172079
휴스토리,046400,00263140
동성제약,002210,00116268
콜마비앤에이치,200130,01032404
NC,036570,00261443
다원넥스뷰,323350,01344363
트리니티항공,091810,00671376
코오롱이앤피,138490,00241005
DKME,015590,00108746
브이원텍,251630,01027794
롯데이노베이트,286940,01262032
에이치엘비사이언스,343090,01413371
태림페이퍼,019300,00118460
삼환기업,000360,00129411
이랜텍,054210,00206659
엔에이치기업인수목적24호,437780,01674538
하나금융25호기업인수목적,435620,01669475
서희건설,035890,00219848
웅진씽크빅,095720,00628189
케이바이오랩스,038530,00255105
우성머티리얼스,011300,00132868
디에스엠,104040,00442905
대한조선,439260,00182696
씨엠티엑스,388210,01529982
에이원큐브텍,234070,00614089
엔바이오니아,317870,00964595
실리콘투,257720,00982023
제이스코홀딩스,023440,00148531
포인트엔지니어링,256630,01179608
누보,332290,01394669
대유,290380,00384948
제이피아이헬스케어,0010V0,00185301
삼성스팩10호,0044K0,01910759
센서뷰,321370,01593668
상상인제4호기업인수목적,452670,01717170
카프로,006380,00159810
광무,029480,00186452
와이엠티,251370,00602172
그린광학,0015G0,00677486
신원종합개발,017000,00136925
쎄노텍,222420,01091054
녹십자엠에스,142280,00513948
코아스템켐온,166480,00989664
쌍방울,102280,00681142
엑셈,205100,01042085
더즌,462860,01563667
셀리버리,268600,01182444
신영스팩11호,0091W0,01945339
삼양바이오팜,0120G0,01965333
에스텍,069510,00306719
퓨처코어,151910,00653103
젝시믹스,337930,01391103
노보믹스,283100,01332137
동방아그로,007590,00115384
피앤에스로보틱스,460940,01419205
유한코스메틱,069110,00402989
DH오토리드,290120,01182578
판도라티비,202960,00541862
엔에이치기업인수목적25호,438580,01674468
지씨지놈,340450,01432598
신세계톰보이,012580,00132488
이수앱지스,086890,00526872
위메이드플레이,123420,00815767
소프트센,032680,00204226
베셀,177350,00813389
삼성기업인수목적9호,468510,01786514
조은저축은행,031920,00136095
컴투스,078340,00476498
더본코리아,475560,00968607
더블유게임즈,192080,01010110
한빛레이저,452190,00607496
HPSP,403870,01288827
엘컴텍,037950,00242712
비트플래닛,049470,00351579
LG에너지솔루션,373220,01515323
NHN,181710,00983271
무궁화인포메이션테크놀로지,038340,00215976
DSC인베스트먼트,241520,01109715
랩지노믹스,084650,00545114
타이드,346010,01309069
코다코,046070,00295857
세아특수강,019440,00133991
우주일렉트로,065680,00390903
세원이앤씨,091090,00585219
노타,486990,01810477
코나아이,052400,00349732
에이비온,203400,00977377
뉴키즈온,462310,01467503
한전KPS,051600,00159218
인트론바이오,048530,00292434
심플랫폼,444530,01590980
제이에스링크,127120,00642541
DL이앤씨,375500,01524093
이아이디,093230,00480950
애머릿지,900100,00781202
진양화학,051630,00347734
애드바이오텍,179530,01022902
대원모방,311840,01195828
딥노이드,315640,01344831
대동,000490,00109286
넥스쳐,194510,00977696
동진쎄미켐,005290,00118804
옵티코어,380540,01506990
포톤,208710,01047707
이스트소프트,047560,00273420
엠게임,058630,00397058
인트로메딕,150840,00661157
삼성스팩11호,0071M0,01935183
유비온,084440,00531078
시프트업,462870,01384787
에이치엔에스하이텍,044990,00311216
육일씨엔에쓰,191410,00843900
대양금속,009190,00111111
와이엠텍,273640,01215618
DH오토웨어,025440,00110583
이엠넷,123570,00616290
에스티씨라이프,026220,00133317
한국첨단소재,062970,00403766
동방선기,099410,00526678
메디아나,041920,00273439
인티큐브,070590,00470829
다이나믹디자인,145210,00453488
신영해피투모로우제8호기업인수목적,430220,01656374
제이시스메디칼,287410,01267602
로젠,033290,00155948
길교이앤씨,456700,00874797
스코넥,276040,01290248
한화,000880,00160588
오션스바이오,332190,01860010
지아이에스,306620,01325429
한일사료,005860,00162911
아이오바이오,447690,01680131
금호전기,001210,00106395
와이지-원,019210,00139719
만호제강,001080,00120872
에스팀,458350,01379563
세운메디칼,100700,00362201
신영해피투모로우제9호기업인수목적,445970,01689938
알앤엘재생의학연구소,003190,00112004
새빗켐,107600,00862880
알로이스,297570,01309795
케일럼,258610,00961507
모트렉스,118990,00876908
HEM파마,376270,01480708
위메이드,112040,00444329
인화정공,101930,00482426
제로투세븐,159580,00563837
나라스페이스테크놀로지,478340,01787355
LG씨엔에스,064400,00139834
엔더블유시,059180,00341314
미래에셋비전스팩11호,0099W0,01948220
하나36호스팩,0101C0,01949195
하나금융지주,086790,00547583
키다리스튜디오,020120,00140131
NICE평가정보,030190,00158325
유니포인트,121060,00445869
한국종합기술,023350,00159500
플레이위드,023770,00138367
앱코,129890,01207716
폴라리스AI,039980,00369213
현대제철,004020,00145880
엠투엔,033310,00143226
미래에셋벤처투자,100790,00340096
서암기계공업,100660,00166528
ES큐브,050120,00175623
삼진식품,0013V0,01370322
넷마블,251270,00904672
케이에이치필룩스,033180,00193009
슈어소프트테크,298830,01012640
광진실업,026910,00104120
핀텔,291810,01524507
이큐셀,160600,00818472
나우IB,293580,00651017
대원강업,000430,00111847
비큐AI,148780,00980043
CJ 바이오사이언스,311690,01071041
KBG,318000,00876166
유진스팩12호,0105P0,01954832
에스케이엔펄스,057500,00307189
세종메디칼,258830,00959229
한패스,408470,01445024
쌍용건설,012650,00138206
KB제33호스팩,0072Z0,01934935
광동제약,009290,00103592
차AI헬스케어,025620,00136776
셀리드,299660,01235296
에이치디현대미포,010620,00164609
티엠씨,217590,00949161
어보브반도체,102120,00591441
엑스큐어,070300,00683007
소프트캠프,258790,01182408
맵스리얼티,094800,00600013
DL,000210,00109693
